player_uid,season,league,team_id,name_full,war,wraa,raa_def,raa_bsr,standard_scale
milb_tmp:carlos_perez:2024,2024,MiLB,OAK,Carlos Perez,,9.136305618711432,,,milb_std
milb_tmp:elliot_soto:2024,2024,MiLB,LAA,Elliot Soto,,-24.809957956578334,,,milb_std
milb_tmp:jake_lamb:2024,2024,MiLB,PIT,Jake Lamb,,-2.8043120849325462,,,milb_std
milb_tmp:erik_gonzalez:2024,2024,MiLB,CIN,Erik Gonzalez,,-22.849172107479983,,,milb_std
milb_tmp:jack_lopez:2024,2024,MiLB,LAA,Jack Lopez,,-7.831741643032149,,,milb_std
milb_tmp:albert_almora_jr.:2024,2024,MiLB,ARI,Albert Almora Jr.,,-2.5805150558420613,,,milb_std
milb_tmp:andrew_velazquez:2024,2024,MiLB,ATL,Andrew Velazquez,,-14.205443128127676,,,milb_std
milb_tmp:jamie_westbrook:2024,2024,MiLB,BOS,Jamie Westbrook,,8.497102098491558,,,milb_std
milb_tmp:mark_payton:2024,2024,MiLB,CHW,Mark Payton,,14.072277644635731,,,milb_std
milb_tmp:sergio_alcantara:2024,2024,MiLB,ARI,Sergio Alcantara,,6.227351481373378,,,milb_std
milb_tmp:jason_vosler:2024,2024,MiLB,SEA,Jason Vosler,,22.27386212697037,,,milb_std
milb_tmp:eddy_alvarez:2024,2024,MiLB,BOS,Eddy Alvarez,,6.562525449583463,,,milb_std
milb_tmp:michael_chavis:2024,2024,MiLB,SEA,Michael Chavis,,-2.3146728112006696,,,milb_std
milb_tmp:myles_straw:2024,2024,MiLB,CLE,Myles Straw,,-18.31385929882052,,,milb_std
milb_tmp:josh_lester:2024,2024,MiLB,KCR,Josh Lester,,8.840362774787371,,,milb_std
milb_tmp:scott_kingery:2024,2024,MiLB,PHI,Scott Kingery,,2.3766410798298585,,,milb_std
milb_tmp:hoy_park:2024,2024,MiLB,OAK,Hoy Park,,-0.6553935057259757,,,milb_std
milb_tmp:kyle_garlick:2024,2024,MiLB,ARI,Kyle Garlick,,-9.472055397489395,,,milb_std
milb_tmp:brett_sullivan:2024,2024,MiLB,SDP,Brett Sullivan,,2.5278995345045985,,,milb_std
milb_tmp:edwin_rios:2024,2024,MiLB,CIN,Edwin Rios,,21.871221180398237,,,milb_std
milb_tmp:travis_blankenhorn:2024,2024,MiLB,WSN,Travis Blankenhorn,,4.7001644788287305,,,milb_std
milb_tmp:p.j._higgins:2024,2024,MiLB,CIN,P.J. Higgins,,-12.434665477637669,,,milb_std
milb_tmp:brendon_davis:2024,2024,MiLB,LAD,Brendon Davis,,2.682785201497597,,,milb_std
milb_tmp:trenton_brooks:2024,2024,MiLB,SFG,Trenton Brooks,,12.668788422094751,,,milb_std
milb_tmp:cooper_hummel:2024,2024,MiLB,HOU,Cooper Hummel,,16.162827353862394,,,milb_std
milb_tmp:nate_mondou:2024,2024,MiLB,SDP,Nate Mondou,,-2.307797242882062,,,milb_std
milb_tmp:daniel_johnson:2024,2024,MiLB,BAL,Daniel Johnson,,-2.325942876738182,,,milb_std
milb_tmp:mike_brosseau:2024,2024,MiLB,NYM,Mike Brosseau,,2.52903752485542,,,milb_std
milb_tmp:darick_hall:2024,2024,MiLB,PHI,Darick Hall,,-10.417149212930926,,,milb_std
milb_tmp:carlos_narvaez:2024,2024,MiLB,NYY,Carlos Narvaez,,4.440875119955711,,,milb_std
milb_tmp:rylan_bannon:2024,2024,MiLB,NYM,Rylan Bannon,,5.306175614347476,,,milb_std
milb_tmp:charles_leblanc:2024,2024,MiLB,LAA,Charles Leblanc,,4.613863611980806,,,milb_std
milb_tmp:tristan_gray:2024,2024,MiLB,MIA,Tristan Gray,,-0.0702683303569555,,,milb_std
milb_tmp:diego_castillo:2024,2024,MiLB,MIN,Diego Castillo,,1.9967707672084911,,,milb_std
milb_tmp:sandro_fabian:2024,2024,MiLB,TEX,Sandro Fabian,,-0.5547006252235365,,,milb_std
milb_tmp:taylor_trammell:2024,2024,MiLB,NYY,Taylor Trammell,,14.979650934580498,,,milb_std
milb_tmp:eguy_rosario:2024,2024,MiLB,SDP,Eguy Rosario,,10.765138347854649,,,milb_std
milb_tmp:bobby_dalbec:2024,2024,MiLB,BOS,Bobby Dalbec,,5.2355516711066965,,,milb_std
milb_tmp:bligh_madris:2024,2024,MiLB,DET,Bligh Madris,,-1.3789833512154688,,,milb_std
milb_tmp:j.c._escarra:2024,2024,MiLB,NYY,J.C. Escarra,,12.173525115774096,,,milb_std
milb_tmp:matthew_batten:2024,2024,MiLB,SDP,Matthew Batten,,-19.01584922786693,,,milb_std
milb_tmp:brewer_hicklen:2024,2024,MiLB,MIL,Brewer Hicklen,,10.566090764712726,,,milb_std
milb_tmp:seth_beer:2024,2024,MiLB,PIT,Seth Beer,,8.391549343687986,,,milb_std
milb_tmp:drew_waters:2024,2024,MiLB,KCR,Drew Waters,,16.464849490019184,,,milb_std
milb_tmp:cj_alexander:2024,2024,MiLB,KCR,CJ Alexander,,18.56262916987037,,,milb_std
milb_tmp:carlos_perez:2024,2024,MiLB,CHW,Carlos Perez,,-5.459214900329292,,,milb_std
milb_tmp:dermis_garcia:2024,2024,MiLB,WSN,Dermis Garcia,,-11.86682860288903,,,milb_std
milb_tmp:alejo_lopez:2024,2024,MiLB,ATL,Alejo Lopez,,8.75520130650722,,,milb_std
milb_tmp:luken_baker:2024,2024,MiLB,STL,Luken Baker,,12.74015315332366,,,milb_std
milb_tmp:griffin_conine:2024,2024,MiLB,MIA,Griffin Conine,,8.064855577690262,,,milb_std
milb_tmp:andres_chaparro:2024,2024,MiLB,WSN,Andres Chaparro,,27.81211164468137,,,milb_std
milb_tmp:nick_pratto:2024,2024,MiLB,KCR,Nick Pratto,,-5.9001185048453175,,,milb_std
milb_tmp:ryan_vilade:2024,2024,MiLB,DET,Ryan Vilade,,2.9344141631204748,,,milb_std
milb_tmp:cal_mitchell:2024,2024,MiLB,SDP,Cal Mitchell,,9.286374069823374,,,milb_std
milb_tmp:sam_huff:2024,2024,MiLB,TEX,Sam Huff,,-14.536265705575843,,,milb_std
milb_tmp:mason_mccoy:2024,2024,MiLB,SDP,Mason McCoy,,-12.787547463131192,,,milb_std
milb_tmp:jeremiah_jackson:2024,2024,MiLB,NYM,Jeremiah Jackson,,-14.787644519098269,,,milb_std
milb_tmp:samad_taylor:2024,2024,MiLB,SEA,Samad Taylor,,-10.603583536296297,,,milb_std
milb_tmp:cal_stevenson:2024,2024,MiLB,PHI,Cal Stevenson,,21.117901179271183,,,milb_std
milb_tmp:buddy_kennedy:2024,2024,MiLB,PHI,Buddy Kennedy,,11.536889918217906,,,milb_std
milb_tmp:johnathan_rodriguez:2024,2024,MiLB,CLE,Johnathan Rodriguez,,27.382957043165074,,,milb_std
milb_tmp:tirso_ornelas:2024,2024,MiLB,SDP,Tirso Ornelas,,10.407198363545897,,,milb_std
milb_tmp:jordan_diaz:2024,2024,MiLB,OAK,Jordan Diaz,,12.072182443392578,,,milb_std
milb_tmp:gustavo_campero:2024,2024,MiLB,LAA,Gustavo Campero,,25.63003392636548,,,milb_std
milb_tmp:oswald_peraza:2024,2024,MiLB,NYY,Oswald Peraza,,-0.8737930723422412,,,milb_std
milb_tmp:ryan_noda:2024,2024,MiLB,OAK,Ryan Noda,,13.718639304174838,,,milb_std
milb_tmp:eric_wagaman:2024,2024,MiLB,LAA,Eric Wagaman,,16.327746123716956,,,milb_std
milb_tmp:jose_tena:2024,2024,MiLB,CLE,Jose Tena,,7.588317236074596,,,milb_std
milb_tmp:jordyn_adams:2024,2024,MiLB,LAA,Jordyn Adams,,-14.834774305116651,,,milb_std
milb_tmp:anthony_seigler:2024,2024,MiLB,NYY,Anthony Seigler,,9.374120589669728,,,milb_std
milb_tmp:jorbit_vivas:2024,2024,MiLB,NYY,Jorbit Vivas,,-4.7414273493496015,,,milb_std
milb_tmp:curtis_mead:2024,2024,MiLB,TBR,Curtis Mead,,9.2826515015358,,,milb_std
milb_tmp:liover_peguero:2024,2024,MiLB,PIT,Liover Peguero,,-8.961081582498867,,,milb_std
milb_tmp:j.p._martinez:2024,2024,MiLB,ATL,J.P. Martinez,,-9.58515988696143,,,milb_std
milb_tmp:dashawn_keirsey_jr.:2024,2024,MiLB,MIN,DaShawn Keirsey Jr.,,12.770743277991553,,,milb_std
milb_tmp:ryan_fitzgerald:2024,2024,MiLB,KCR,Ryan Fitzgerald,,-1.6085338122662842,,,milb_std
milb_tmp:david_villar:2024,2024,MiLB,SFG,David Villar,,1.1146052523293737,,,milb_std
milb_tmp:heriberto_hernandez:2024,2024,MiLB,TBR,Heriberto Hernandez,,15.09703320351531,,,milb_std
milb_tmp:justin_dean:2024,2024,MiLB,ATL,Justin Dean,,-1.7667371880468423,,,milb_std
milb_tmp:vinny_capra:2024,2024,MiLB,MIL,Vinny Capra,,-3.871788680530072,,,milb_std
milb_tmp:nate_eaton:2024,2024,MiLB,KCR,Nate Eaton,,-7.901390919480183,,,milb_std
milb_tmp:drew_avans:2024,2024,MiLB,LAD,Drew Avans,,-3.684644207561445,,,milb_std
milb_tmp:ronny_simon:2024,2024,MiLB,TBR,Ronny Simon,,4.452148685657488,,,milb_std
milb_tmp:will_wilson:2024,2024,MiLB,SFG,Will Wilson,,-17.23328876944919,,,milb_std
milb_tmp:greg_jones:2024,2024,MiLB,COL,Greg Jones,,-0.9793417655668004,,,milb_std
milb_tmp:will_robertson:2024,2024,MiLB,TOR,Will Robertson,,-4.916902927834899,,,milb_std
milb_tmp:isaac_collins:2024,2024,MiLB,MIL,Isaac Collins,,16.99595647977268,,,milb_std
milb_tmp:nick_sogard:2024,2024,MiLB,BOS,Nick Sogard,,12.692827800166526,,,milb_std
milb_tmp:cade_marlowe:2024,2024,MiLB,SEA,Cade Marlowe,,-9.325222357540405,,,milb_std
milb_tmp:cody_freeman:2024,2024,MiLB,TEX,Cody Freeman,,5.86829217793716,,,milb_std
milb_tmp:cam_devanney:2024,2024,MiLB,KCR,Cam Devanney,,1.6251509895366731,,,milb_std
milb_tmp:grant_mccray:2024,2024,MiLB,SFG,Grant McCray,,3.406304153733496,,,milb_std
milb_tmp:dustin_harris:2024,2024,MiLB,TEX,Dustin Harris,,-8.284078020748552,,,milb_std
milb_tmp:blaine_crim:2024,2024,MiLB,TEX,Blaine Crim,,9.183838561040078,,,milb_std
milb_tmp:tyler_tolbert:2024,2024,MiLB,KCR,Tyler Tolbert,,-10.172750215271495,,,milb_std
milb_tmp:blake_sabol:2024,2024,MiLB,SFG,Blake Sabol,,-8.525012044836416,,,milb_std
milb_tmp:andre_lipcius:2024,2024,MiLB,LAD,Andre Lipcius,,0.9104508974405592,,,milb_std
milb_tmp:matt_gorski:2024,2024,MiLB,PIT,Matt Gorski,,6.009797637485317,,,milb_std
milb_tmp:kevin_alcantara:2024,2024,MiLB,CHC,Kevin Alcantara,,13.227229828449516,,,milb_std
milb_tmp:troy_johnston:2024,2024,MiLB,MIA,Troy Johnston,,-0.5019501557070389,,,milb_std
milb_tmp:tristin_english:2024,2024,MiLB,ARI,Tristin English,,-9.735730099244767,,,milb_std
milb_tmp:jake_mangum:2024,2024,MiLB,TBR,Jake Mangum,,5.21393013895263,,,milb_std
milb_tmp:john_rave:2024,2024,MiLB,KCR,John Rave,,8.215759675237338,,,milb_std
milb_tmp:kameron_misner:2024,2024,MiLB,TBR,Kameron Misner,,7.443340286527425,,,milb_std
milb_tmp:warming_bernabel:2024,2024,MiLB,COL,Warming Bernabel,,-7.187752000133155,,,milb_std
milb_tmp:agustin_ramirez:2024,2024,MiLB,MIA,Agustin Ramirez,,19.449132307511256,,,milb_std
milb_tmp:luisangel_acuna:2024,2024,MiLB,NYM,Luisangel Acuna,,-24.218212518517625,,,milb_std
milb_tmp:jonatan_clase:2024,2024,MiLB,SEA,Jonatan Clase,,-1.448443945283123,,,milb_std
milb_tmp:zach_deloach:2024,2024,MiLB,CHW,Zach DeLoach,,5.309776215571611,,,milb_std
milb_tmp:rece_hinds:2024,2024,MiLB,CIN,Rece Hinds,,-17.986582967607177,,,milb_std
milb_tmp:owen_caissie:2024,2024,MiLB,CHC,Owen Caissie,,15.540428826794518,,,milb_std
milb_tmp:nick_yorke:2024,2024,MiLB,PIT,Nick Yorke,,19.793332913457174,,,milb_std
milb_tmp:gage_workman:2024,2024,MiLB,DET,Gage Workman,,26.10615956092257,,,milb_std
milb_tmp:pedro_leon:2024,2024,MiLB,HOU,Pedro Leon,,14.736485406718304,,,milb_std
milb_tmp:tyler_gentry:2024,2024,MiLB,KCR,Tyler Gentry,,-0.4065970545004953,,,milb_std
milb_tmp:shay_whitcomb:2024,2024,MiLB,HOU,Shay Whitcomb,,16.25648658346782,,,milb_std
milb_tmp:thomas_saggese:2024,2024,MiLB,STL,Thomas Saggese,,-5.207397583057251,,,milb_std
milb_tmp:alejandro_osuna:2024,2024,MiLB,TEX,Alejandro Osuna,,24.12106268746395,,,milb_std
milb_tmp:petey_halpin:2024,2024,MiLB,CLE,Petey Halpin,,2.205251458622354,,,milb_std
milb_tmp:adael_amador:2024,2024,MiLB,COL,Adael Amador,,6.093744091420756,,,milb_std
milb_tmp:maximo_acosta:2024,2024,MiLB,TEX,Maximo Acosta,,10.141471866823018,,,milb_std
milb_tmp:edgar_quero:2024,2024,MiLB,CHW,Edgar Quero,,17.649849223151286,,,milb_std
milb_tmp:jhostynxon_garcia:2024,2024,MiLB,BOS,Jhostynxon Garcia,,28.52452925497326,,,milb_std
milb_tmp:javier_sanoja:2024,2024,MiLB,MIA,Javier Sanoja,,1.5316429309391115,,,milb_std
milb_tmp:coby_mayo:2024,2024,MiLB,BAL,Coby Mayo,,23.970362239927116,,,milb_std
milb_tmp:tsung-che_cheng:2024,2024,MiLB,PIT,Tsung-Che Cheng,,-0.3403259615791967,,,milb_std
milb_tmp:yanquiel_fernandez:2024,2024,MiLB,COL,Yanquiel Fernandez,,-2.9907915451982845,,,milb_std
milb_tmp:denzer_guzman:2024,2024,MiLB,LAA,Denzer Guzman,,-7.032576062227162,,,milb_std
milb_tmp:moises_ballesteros:2024,2024,MiLB,CHC,Moises Ballesteros,,15.377249044286804,,,milb_std
milb_tmp:samuel_basallo:2024,2024,MiLB,BAL,Samuel Basallo,,13.20881411320694,,,milb_std
milb_tmp:carter_jensen:2024,2024,MiLB,KCR,Carter Jensen,,18.918843874425576,,,milb_std
milb_tmp:blake_dunn:2024,2024,MiLB,CIN,Blake Dunn,,-8.197323532367367,,,milb_std
milb_tmp:bryce_teodosio:2024,2024,MiLB,LAA,Bryce Teodosio,,-7.423676644892982,,,milb_std
milb_tmp:ryan_bliss:2024,2024,MiLB,SEA,Ryan Bliss,,6.502478102773031,,,milb_std
milb_tmp:adrian_del_castillo:2024,2024,MiLB,ARI,Adrian Del Castillo,,30.130138774337716,,,milb_std
milb_tmp:tim_tawa:2024,2024,MiLB,ARI,Tim Tawa,,25.671911383378983,,,milb_std
milb_tmp:billy_cook:2024,2024,MiLB,BAL,Billy Cook,,15.685475051203069,,,milb_std
milb_tmp:trey_sweeney:2024,2024,MiLB,DET,Trey Sweeney,,-1.8835809965975847,,,milb_std
milb_tmp:connor_norby:2024,2024,MiLB,MIA,Connor Norby,,17.019391128357004,,,milb_std
milb_tmp:chad_stevens:2024,2024,MiLB,LAA,Chad Stevens,,5.07337735619648,,,milb_std
milb_tmp:caleb_durbin:2024,2024,MiLB,NYY,Caleb Durbin,,13.068637653538024,,,milb_std
milb_tmp:braxton_fulford:2024,2024,MiLB,COL,Braxton Fulford,,7.994002598049675,,,milb_std
milb_tmp:colson_montgomery:2024,2024,MiLB,CHW,Colson Montgomery,,-9.28809002271024,,,milb_std
milb_tmp:jack_winkler:2024,2024,MiLB,OAK,Jack Winkler,,-7.989146162319449,,,milb_std
milb_tmp:liam_hicks:2024,2024,MiLB,DET,Liam Hicks,,9.725571707766475,,,milb_std
milb_tmp:denzel_clarke:2024,2024,MiLB,OAK,Denzel Clarke,,11.74426110250531,,,milb_std
milb_tmp:darren_baker:2024,2024,MiLB,WSN,Darren Baker,,-9.968581062332404,,,milb_std
milb_tmp:tyler_black:2024,2024,MiLB,MIL,Tyler Black,,8.42822090273244,,,milb_std
milb_tmp:harry_ford:2024,2024,MiLB,SEA,Harry Ford,,11.767986363996378,,,milb_std
milb_tmp:brady_house:2024,2024,MiLB,WSN,Brady House,,-6.904814244784821,,,milb_std
milb_tmp:daylen_lile:2024,2024,MiLB,WSN,Daylen Lile,,8.622931061227664,,,milb_std
milb_tmp:bob_seymour:2024,2024,MiLB,TBR,Bob Seymour,,24.340655279476188,,,milb_std
milb_tmp:carson_williams:2024,2024,MiLB,TBR,Carson Williams,,23.399050365121205,,,milb_std
milb_tmp:tristan_peters:2024,2024,MiLB,TBR,Tristan Peters,,-2.09517368268706,,,milb_std
milb_tmp:oscar_colas:2024,2024,MiLB,CHW,Oscar Colas,,-6.817793778631875,,,milb_std
milb_tmp:cesar_prieto:2024,2024,MiLB,STL,Cesar Prieto,,-3.233644442989571,,,milb_std
milb_tmp:nathan_church:2024,2024,MiLB,STL,Nathan Church,,-0.203267284793681,,,milb_std
milb_tmp:graham_pauley:2024,2024,MiLB,SDP,Graham Pauley,,-4.918124678985911,,,milb_std
milb_tmp:jakob_marsee:2024,2024,MiLB,MIA,Jakob Marsee,,0.466651296766372,,,milb_std
milb_tmp:dalton_rushing:2024,2024,MiLB,LAD,Dalton Rushing,,26.56314966569417,,,milb_std
milb_tmp:tyler_locklear:2024,2024,MiLB,SEA,Tyler Locklear,,15.141076135589516,,,milb_std
milb_tmp:jace_jung:2024,2024,MiLB,DET,Jace Jung,,12.25085773096912,,,milb_std
milb_tmp:ryan_ritter:2024,2024,MiLB,COL,Ryan Ritter,,11.46277105444309,,,milb_std
milb_tmp:tim_elko:2024,2024,MiLB,CHW,Tim Elko,,15.1340850376505,,,milb_std
milb_tmp:drake_baldwin:2024,2024,MiLB,ATL,Drake Baldwin,,14.578675465437437,,,milb_std
milb_tmp:alan_roden:2024,2024,MiLB,TOR,Alan Roden,,24.574665037111107,,,milb_std
milb_tmp:chase_meidroth:2024,2024,MiLB,BOS,Chase Meidroth,,23.975215799740635,,,milb_std
milb_tmp:jacob_melton:2024,2024,MiLB,HOU,Jacob Melton,,-3.7897522641545183,,,milb_std
milb_tmp:alex_freeland:2024,2024,MiLB,LAD,Alex Freeland,,22.8025455126714,,,milb_std
milb_tmp:cole_young:2024,2024,MiLB,SEA,Cole Young,,12.540988535891564,,,milb_std
milb_tmp:dylan_beavers:2024,2024,MiLB,BAL,Dylan Beavers,,9.918184784430853,,,milb_std
milb_tmp:nacho_alvarez_jr.:2024,2024,MiLB,ATL,Nacho Alvarez Jr.,,14.58618408468453,,,milb_std
milb_tmp:otto_kemp:2024,2024,MiLB,PHI,Otto Kemp,,31.2950858977026,,,milb_std
milb_tmp:rhylan_thomas:2024,2024,MiLB,NYM,Rhylan Thomas,,-7.27870193530603,,,milb_std
milb_tmp:roman_anthony:2024,2024,MiLB,BOS,Roman Anthony,,32.59987780410894,,,milb_std
milb_tmp:colby_thomas:2024,2024,MiLB,OAK,Colby Thomas,,23.03586847908059,,,milb_std
milb_tmp:chandler_simpson:2024,2024,MiLB,TBR,Chandler Simpson,,23.239956043024037,,,milb_std
milb_tmp:rafael_flores:2024,2024,MiLB,NYY,Rafael Flores,,29.98063273299165,,,milb_std
milb_tmp:carson_mccusker:2024,2024,MiLB,MIN,Carson McCusker,,19.733020309760363,,,milb_std
milb_tmp:ben_williamson:2024,2024,MiLB,SEA,Ben Williamson,,14.222961880204586,,,milb_std
milb_tmp:kyle_karros:2024,2024,MiLB,COL,Kyle Karros,,29.812538174384706,,,milb_std
milb_tmp:luke_keaschall:2024,2024,MiLB,MIN,Luke Keaschall,,32.31165773039333,,,milb_std
milb_tmp:matt_shaw:2024,2024,MiLB,CHC,Matt Shaw,,28.30207759103257,,,milb_std
milb_tmp:bryce_eldridge:2024,2024,MiLB,SFG,Bryce Eldridge,,24.0498672662364,,,milb_std
milb_tmp:dylan_crews:2024,2024,MiLB,WSN,Dylan Crews,,7.9585672949477715,,,milb_std
milb_tmp:kyle_teel:2024,2024,MiLB,BOS,Kyle Teel,,19.82221418782861,,,milb_std
milb_tmp:kristian_campbell:2024,2024,MiLB,BOS,Kristian Campbell,,49.50594150193174,,,milb_std
milb_tmp:c.j._kayfus:2024,2024,MiLB,CLE,C.J. Kayfus,,32.51307119004825,,,milb_std
milb_tmp:trayce_thompson:2024,2024,MiLB,NYM,Trayce Thompson,,-0.8752161011797428,,,milb_std
milb_tmp:anthony_prato:2024,2024,MiLB,MIN,Anthony Prato,,-0.9067189226702016,,,milb_std
milb_tmp:ivan_johnson:2024,2024,MiLB,CIN,Ivan Johnson,,15.73693755992553,,,milb_std
milb_tmp:ryan_ward:2024,2024,MiLB,LAD,Ryan Ward,,6.504931772036217,,,milb_std
milb_tmp:clay_dungan:2024,2024,MiLB,SDP,Clay Dungan,,-1.6653784006727357,,,milb_std
milb_tmp:cody_milligan:2024,2024,MiLB,ATL,Cody Milligan,,-0.8428918513121816,,,milb_std
milb_tmp:matt_lloyd:2024,2024,MiLB,STL,Matt Lloyd,,15.828922227198037,,,milb_std
milb_tmp:robert_perez_jr.:2024,2024,MiLB,SDP,Robert Perez Jr.,,-1.7028947732789406,,,milb_std
milb_tmp:ernesto_martinez_jr.:2024,2024,MiLB,MIL,Ernesto Martinez Jr.,,23.251350879723923,,,milb_std
milb_tmp:yunior_severino:2024,2024,MiLB,MIN,Yunior Severino,,0.900077042139875,,,milb_std
milb_tmp:rafael_lantigua:2024,2024,MiLB,TOR,Rafael Lantigua,,-4.5365590145235055,,,milb_std
milb_tmp:eliezer_alfonzo:2024,2024,MiLB,DET,Eliezer Alfonzo,,-3.5556332670157627,,,milb_std
milb_tmp:jeremy_arocho:2024,2024,MiLB,HOU,Jeremy Arocho,,-10.987617448337096,,,milb_std
milb_tmp:jancarlos_cintron:2024,2024,MiLB,ARI,Jancarlos Cintron,,-19.7058297026039,,,milb_std
milb_tmp:lamar_sparks:2024,2024,MiLB,MIL,Lamar Sparks,,10.38108554728381,,,milb_std
milb_tmp:imanol_vargas:2024,2024,MiLB,LAA,Imanol Vargas,,12.59996845726237,,,milb_std
milb_tmp:jeferson_morales:2024,2024,MiLB,MIN,Jeferson Morales,,15.394892121123672,,,milb_std
milb_tmp:carlos_rodriguez:2024,2024,MiLB,MIL,Carlos Rodriguez,,9.35246630264944,,,milb_std
milb_tmp:keyber_rodriguez:2024,2024,MiLB,TEX,Keyber Rodriguez,,-8.021300295249302,,,milb_std
milb_tmp:alexfri_planez:2024,2024,MiLB,CLE,Alexfri Planez,,-10.262861049666814,,,milb_std
milb_tmp:neyfy_castillo:2024,2024,MiLB,ARI,Neyfy Castillo,,-7.68448296544241,,,milb_std
milb_tmp:rainer_nunez:2024,2024,MiLB,TOR,Rainer Nunez,,10.477873009584211,,,milb_std
milb_tmp:danny_bautista_jr.:2024,2024,MiLB,OAK,Danny Bautista Jr.,,4.743391545408633,,,milb_std
milb_tmp:alberto_rodriguez:2024,2024,MiLB,SEA,Alberto Rodriguez,,-12.56225062982601,,,milb_std
milb_tmp:stanley_consuegra:2024,2024,MiLB,NYM,Stanley Consuegra,,-6.353667796795135,,,milb_std
milb_tmp:brandon_valenzuela:2024,2024,MiLB,SDP,Brandon Valenzuela,,-9.108764950579678,,,milb_std
milb_tmp:junior_perez:2024,2024,MiLB,OAK,Junior Perez,,-4.078989705060932,,,milb_std
milb_tmp:diego_hernandez:2024,2024,MiLB,KCR,Diego Hernandez,,-12.685228428154083,,,milb_std
milb_tmp:dereck_salom:2024,2024,MiLB,OAK,Dereck Salom,,-7.585549299145775,,,milb_std
milb_tmp:bladimir_restituyo:2024,2024,MiLB,COL,Bladimir Restituyo,,-4.753724669444341,,,milb_std
milb_tmp:devin_mann:2024,2024,MiLB,KCR,Devin Mann,,2.9024350522212083,,,milb_std
milb_tmp:kristian_robinson:2024,2024,MiLB,ARI,Kristian Robinson,,0.0933906837956171,,,milb_std
milb_tmp:luis_verdugo:2024,2024,MiLB,CHC,Luis Verdugo,,-3.9055061180197286,,,milb_std
milb_tmp:carlos_de_la_cruz:2024,2024,MiLB,PHI,Carlos De La Cruz,,-8.97930081377801,,,milb_std
milb_tmp:frainyer_chavez:2024,2024,MiLB,TEX,Frainyer Chavez,,-9.509698469131273,,,milb_std
milb_tmp:p.j._hilson:2024,2024,MiLB,PIT,P.J. Hilson,,0.9267325086542124,,,milb_std
milb_tmp:nick_schnell:2024,2024,MiLB,TBR,Nick Schnell,,2.4354238695085053,,,milb_std
milb_tmp:nicholas_northcut:2024,2024,MiLB,CIN,Nicholas Northcut,,1.7594799568653774,,,milb_std
milb_tmp:grant_lavigne:2024,2024,MiLB,COL,Grant Lavigne,,-1.4299459276798494,,,milb_std
milb_tmp:jake_slaughter:2024,2024,MiLB,CHC,Jake Slaughter,,2.5685666498972703,,,milb_std
