from,to,km,fatigue_idx
ARI,ARI,0.0,0.0
ARI,ATL,2546.8660901040143,1.6979107267360096
ARI,BAL,3218.082060874103,2.145388040582735
ARI,BOS,3690.0713015134615,2.4600475343423076
ARI,CHA,2334.1616541657545,1.5561077694438363
ARI,CHN,2336.0164345882977,1.5573442897255318
ARI,CIN,2538.5960487433026,1.6923973658288685
ARI,CLE,2809.6695102741587,1.873113006849439
ARI,COL,943.2467455921342,0.6288311637280894
ARI,DET,2715.1990179844133,1.8101326786562755
ARI,HOU,1632.8560034036777,1.0885706689357852
ARI,KCR,1692.2215040136275,1.1281476693424184
ARI,LAA,539.8856178904268,0.35992374526028453
ARI,LAD,574.8596147750492,0.3832397431833661
ARI,MIA,3180.5275500591442,2.1203517000394294
ARI,MIL,2347.197985968671,1.5647986573124475
ARI,MIN,2056.641183887732,1.3710941225918214
ARI,NYA,3450.223448565969,2.300148965710646
ARI,NYN,3456.8140388980814,2.304542692598721
ARI,OAK,1032.9646402300823,0.6886430934867215
ARI,PHI,3343.406369049581,2.2289375793663875
ARI,PIT,2935.767875787033,1.957178583858022
ARI,SDP,481.3141142559965,0.3208760761706643
ARI,SEA,1792.7899396355717,1.1951932930903812
ARI,SFG,1049.318847932985,0.6995458986219899
ARI,SLN,2043.7362499483531,1.362490833298902
ARI,TBA,2874.5904939067345,1.9163936626044897
ARI,TEX,1396.626866413038,0.931084577608692
ARI,TOR,3035.3711679622716,2.0235807786415143
ARI,WSN,3184.628782759017,2.123085855172678
ATL,ARI,2546.8660901040143,1.6979107267360096
ATL,ATL,0.0,0.0
ATL,BAL,921.4834768260977,0.6143223178840651
ATL,BOS,1497.5822988341695,0.9983881992227797
ATL,CHA,925.3530886277954,0.6169020590851969
ATL,CHN,938.3941149775167,0.6255960766516778
ATL,CIN,578.9247866172401,0.3859498577448267
ATL,CLE,880.2761865320981,0.5868507910213987
ATL,COL,1934.6247681274665,1.289749845418311
ATL,DET,947.5353275983832,0.6316902183989221
ATL,HOU,1125.8600543381294,0.750573369558753
ATL,KCR,1062.4239031612221,0.7082826021074814
ATL,LAA,3072.089359517256,2.048059573011504
ATL,LAD,3099.5978100656416,2.0663985400437612
ATL,MIA,990.4211770966687,0.6602807847311124
ATL,MIL,1060.5539502602846,0.7070359668401898
ATL,MIN,1444.8119576267202,0.9632079717511468
ATL,NYA,1208.1062290135653,0.8054041526757102
ATL,NYN,1208.834023998545,0.8058893493323633
ATL,OAK,3405.9381121755364,2.270625408117024
ATL,PHI,1062.6324294285942,0.7084216196190628
ATL,PIT,829.0250834084064,0.5526833889389376
ATL,SDP,3028.169175557115,2.0187794503714103
ATL,SEA,3489.9419933633585,2.3266279955755724
ATL,SFG,3422.2541807913854,2.281502787194257
ATL,SLN,734.7775075527918,0.4898516717018612
ATL,TBA,702.4649383701939,0.46830995891346255
ATL,TEX,1178.4080881976906,0.7856053921317937
ATL,TOR,1169.6061861299809,0.7797374574199872
ATL,WSN,867.1738259839609,0.5781158839893072
BAL,ARI,3218.082060874103,2.145388040582735
BAL,ATL,921.4834768260977,0.6143223178840651
BAL,BAL,0.0,0.0
BAL,BOS,576.1002288175822,0.3840668192117215
BAL,CHA,971.6390451088363,0.6477593634058909
BAL,CHN,976.4632021426456,0.6509754680950971
BAL,CIN,679.6703699408022,0.4531135799605348
BAL,CLE,494.2593215388702,0.3295062143592468
BAL,COL,2424.026817790914,1.6160178785272759
BAL,DET,638.4320967661524,0.42562139784410163
BAL,HOU,2010.7193434720025,1.3404795623146684
BAL,KCR,1537.2943183864984,1.0248628789243324
BAL,LAA,3703.7256311415517,2.4691504207610344
BAL,LAD,3723.2726676392185,2.4821817784261455
BAL,MIA,1538.8087966588855,1.0258725311059236
BAL,MIL,1036.2681798530193,0.6908454532353462
BAL,MIN,1508.789067382376,1.0058593782549174
BAL,NYA,286.6300004062883,0.19108666693752552
BAL,NYN,287.5696354826561,0.19171309032177075
BAL,OAK,3926.7011663618723,2.6178007775745815
BAL,PHI,142.57090750151005,0.09504727166767336
BAL,PIT,316.41784290650565,0.2109452286043371
BAL,SDP,3687.633581279251,2.4584223875195006
BAL,SEA,3746.66412282436,2.4977760818829067
BAL,SFG,3941.6939842847214,2.6277959895231477
BAL,SLN,1174.7136390170558,0.7831424260113705
BAL,TBA,1396.3460677790692,0.9308973785193795
BAL,TEX,1973.1608638619582,1.3154405759079721
BAL,TOR,536.5349867634761,0.35768999117565076
BAL,WSN,56.5331255072144,0.03768875033814293
BOS,ARI,3690.0713015134615,2.4600475343423076
BOS,ATL,1497.5822988341695,0.9983881992227797
BOS,BAL,576.1002288175822,0.3840668192117215
BOS,BOS,0.0,0.0
BOS,CHA,1363.650393045228,0.9091002620301519
BOS,CHN,1363.6457492218942,0.9090971661479295
BOS,CIN,1184.9364142904653,0.7899576095269769
BOS,CLE,880.515870226316,0.5870105801508774
BOS,COL,2838.0733902392935,1.8920489268261957
BOS,DET,981.4350557355074,0.654290037157005
BOS,HOU,2577.0181214925615,1.718012080995041
BOS,KCR,1998.3677820980402,1.33224518806536
BOS,LAA,4149.715958899194,2.7664773059327965
BOS,LAD,4165.148614540588,2.7767657430270587
BOS,MIA,2021.9551839652916,1.3479701226435277
BOS,MIL,1378.956317257733,0.9193042115051553
BOS,MIN,1802.1939537742298,1.2014626358494866
BOS,NYA,289.4782987052242,0.19298553247014946
BOS,NYN,289.03232871402105,0.1926882191426807
BOS,OAK,4314.22496917631,2.876149979450873
BOS,PHI,435.6212134899765,0.290414142326651
BOS,PIT,772.1014208722858,0.5147342805815238
BOS,SDP,4147.0684975410095,2.7647123316940063
BOS,SEA,3998.2583138457535,2.6655055425638357
BOS,SFG,4328.268782040173,2.8855125213601154
BOS,SLN,1663.2617939939832,1.1088411959959887
BOS,TBA,1928.2695675399464,1.285513045026631
BOS,TEX,2514.030498072993,1.676020332048662
BOS,TOR,689.2864079559996,0.4595242719706664
BOS,WSN,630.6868570616047,0.4204579047077364
CHA,ARI,2334.1616541657545,1.5561077694438363
CHA,ATL,925.3530886277954,0.6169020590851969
CHA,BAL,971.6390451088363,0.6477593634058909
CHA,BOS,1363.650393045228,0.9091002620301519
CHA,CHA,0.0,0.0
CHA,CHN,13.273099878376854,0.008848733252251237
CHA,CIN,402.84944119578444,0.26856629413052296
CHA,CLE,495.4507339161655,0.33030048927744365
CHA,COL,1476.9041191984359,0.9846027461322906
CHA,DET,382.5642992484086,0.25504286616560573
CHA,HOU,1510.7412101614048,1.00716080677427
CHA,KCR,656.3347437426232,0.4375564958284155
CHA,LAA,2786.1501055474446,1.8574334036982965
CHA,LAD,2801.500528081231,1.8676670187208206
CHA,MIA,1909.842925331558,1.2732286168877054
CHA,MIL,136.0464497076438,0.0906976331384292
CHA,MIN,574.8029151487056,0.3832019434324704
CHA,NYA,1148.7301079380418,0.7658200719586945
CHA,NYN,1156.8255478058795,0.7712170318705863
CHA,OAK,2967.602489154457,1.9784016594363047
CHA,PHI,1068.9458245322164,0.7126305496881443
CHA,PIT,656.8170071620011,0.43787800477466743
CHA,SDP,2785.4084637483156,1.8569389758322103
CHA,SEA,2790.838215843168,1.860558810562112
CHA,SFG,2982.2126038664182,1.9881417359109455
CHA,SLN,417.5612751086023,0.27837418340573483
CHA,TBA,1627.6263256160428,1.0850842170773618
CHA,TEX,1309.3386864563918,0.8728924576375945
CHA,TOR,702.4670045553723,0.46831133637024824
CHA,WSN,957.8396265605883,0.6385597510403922
CHN,ARI,2336.0164345882977,1.5573442897255318
CHN,ATL,938.3941149775167,0.6255960766516778
CHN,BAL,976.4632021426456,0.6509754680950971
CHN,BOS,1363.6457492218942,0.9090971661479295
CHN,CHA,13.273099878376854,0.008848733252251237
CHN,CHN,0.0,0.0
CHN,CIN,413.86910844207154,0.275912738961381
CHN,CLE,497.9216691377935,0.33194777942519565
CHN,COL,1475.9304154991555,0.9839536103327703
CHN,DET,382.2440799448069,0.25482938662987126
CHN,HOU,1521.3017423091956,1.0142011615394637
CHN,KCR,660.5898982717603,0.44039326551450686
CHN,LAA,2786.4254166794744,1.8576169444529829
CHN,LAD,2801.568876494893,1.8677125843299287
CHN,MIA,1922.636112505082,1.2817574083367214
CHN,MIL,122.80854632234767,0.08187236421489845
CHN,MIN,565.1478321901257,0.3767652214600838
CHN,NYA,1150.8001523873488,0.7672001015915659
CHN,NYN,1158.9718935919877,0.7726479290613252
CHN,OAK,2965.2180765442386,1.9768120510294924
CHN,PHI,1072.4716503776174,0.7149811002517449
CHN,PIT,661.1848298664773,0.44078988657765156
CHN,SDP,2786.36680273619,1.8575778684907933
CHN,SEA,2783.6635256112163,1.8557756837408108
CHN,SFG,2979.789677325779,1.9865264515505192
CHN,SLN,427.83684267745366,0.28522456178496913
CHN,TBA,1640.6979701467758,1.093798646764517
CHN,TEX,1317.8651425675548,0.8785767617117032
CHN,TOR,699.8812852921761,0.46658752352811744
CHN,WSN,963.3602978261861,0.6422401985507907
CIN,ARI,2538.5960487433026,1.6923973658288685
CIN,ATL,578.9247866172401,0.3859498577448267
CIN,BAL,679.6703699408022,0.4531135799605348
CIN,BOS,1184.9364142904653,0.7899576095269769
CIN,CHA,402.84944119578444,0.26856629413052296
CIN,CHN,413.86910844207154,0.275912738961381
CIN,CIN,0.0,0.0
CIN,CLE,358.3448957324966,0.23889659715499773
CIN,COL,1757.366515819017,1.171577677212678
CIN,DET,380.85654932848263,0.25390436621898843
CIN,HOU,1436.101142162652,0.957400761441768
CIN,KCR,860.516033118063,0.573677355412042
CIN,LAA,3025.1113625828657,2.0167409083885772
CIN,LAD,3045.1876579574314,2.030125105304954
CIN,MIA,1534.08958570444,1.0227263904696267
CIN,MIL,524.6887069102339,0.3497924712734893
CIN,MIN,975.0576072649241,0.6500384048432827
CIN,NYA,921.4875137938168,0.6143250091958778
CIN,NYN,927.0180952739069,0.6180120635159378
CIN,OAK,3263.3809665574263,2.175587311038284
CIN,PHI,806.0580172203836,0.5373720114802557
CIN,PIT,412.88256331478146,0.2752550422098543
CIN,SDP,3008.0159947331863,2.005343996488791
CIN,SEA,3165.877723538795,2.1105851490258636
CIN,SFG,3278.697528846562,2.1857983525643747
CIN,SLN,495.0435755610103,0.33002905037400687
CIN,TBA,1271.328281370755,0.8475521875805032
CIN,TEX,1332.6685309187887,0.8884456872791925
CIN,TOR,661.3215990521348,0.4408810660347566
CIN,WSN,648.5069197288209,0.4323379464858806
CLE,ARI,2809.6695102741587,1.873113006849439
CLE,ATL,880.2761865320981,0.5868507910213987
CLE,BAL,494.2593215388702,0.3295062143592468
CLE,BOS,880.515870226316,0.5870105801508774
CLE,CHA,495.4507339161655,0.33030048927744365
CLE,CHN,497.9216691377935,0.33194777942519565
CLE,CIN,358.3448957324966,0.23889659715499773
CLE,CLE,0.0,0.0
CLE,COL,1970.6244767302067,1.3137496511534712
CLE,DET,146.64733648953606,0.09776489099302405
CLE,HOU,1792.875105975386,1.1952500706502573
CLE,KCR,1117.854046837896,0.745236031225264
CLE,LAA,3273.7200353887274,2.182480023592485
CLE,LAD,3290.2856428571654,2.193523761904777
CLE,MIA,1752.923105167907,1.1686154034452714
CLE,MIL,544.4500576167079,0.36296670507780526
CLE,MIN,1014.7030318707799,0.6764686879138533
CLE,NYA,653.5122877896371,0.43567485852642474
CLE,NYN,661.5040509638305,0.4410027006425537
CLE,OAK,3463.037597961287,2.308691731974191
CLE,PHI,577.106977197289,0.38473798479819266
CLE,PIT,183.01163415414754,0.12200775610276503
CLE,SDP,3268.2150358346594,2.1788100238897727
CLE,SEA,3252.7283900003154,2.1684855933335436
CLE,SFG,3477.6350696795507,2.3184233797863674
CLE,SLN,790.9509643596983,0.5273006429064655
CLE,TBA,1529.0443441394532,1.0193628960929688
CLE,TEX,1672.271111848503,1.114847407899002
CLE,TOR,303.69159929520447,0.20246106619680299
CLE,WSN,492.8146627712872,0.3285431085141915
COL,ARI,943.2467455921342,0.6288311637280894
COL,ATL,1934.6247681274665,1.289749845418311
COL,BAL,2424.026817790914,1.6160178785272759
COL,BOS,2838.0733902392935,1.8920489268261957
COL,CHA,1476.9041191984359,0.9846027461322906
COL,CHN,1475.9304154991555,0.9839536103327703
COL,CIN,1757.366515819017,1.171577677212678
COL,CLE,1970.6244767302067,1.3137496511534712
COL,COL,0.0,0.0
COL,DET,1857.2980396010464,1.2381986930673643
COL,HOU,1416.350162713343,0.9442334418088953
COL,KCR,906.209778320474,0.6041398522136493
COL,LAA,1323.2597351791728,0.8821731567861152
COL,LAD,1334.3998003441432,0.8895998668960955
COL,MIA,2774.217703659883,1.8494784691065884
COL,MIL,1463.0645629675635,0.975376375311709
COL,MIN,1122.7014417735033,0.7484676278490022
COL,NYA,2623.8822369541917,1.749254824636128
COL,NYN,2631.676978642699,1.7544513190951325
COL,OAK,1506.186518449732,1.0041243456331546
COL,PHI,2535.0943565115285,1.690062904341019
COL,PIT,2119.6547987862064,1.4131031991908043
COL,SDP,1341.2615739852001,0.8941743826568
COL,SEA,1638.644158947475,1.0924294392983167
COL,SFG,1521.5905958629414,1.0143937305752944
COL,SLN,1280.3629857907872,0.8535753238605248
COL,TBA,2447.1731507968316,1.6314487671978877
COL,TEX,1052.862817737126,0.7019085451580841
COL,TOR,2160.1735937805265,1.4401157291870177
COL,WSN,2399.8875722909156,1.5999250481939438
DET,ARI,2715.1990179844133,1.8101326786562755
DET,ATL,947.5353275983832,0.6316902183989221
DET,BAL,638.4320967661524,0.42562139784410163
DET,BOS,981.4350557355074,0.654290037157005
DET,CHA,382.5642992484086,0.25504286616560573
DET,CHN,382.2440799448069,0.25482938662987126
DET,CIN,380.85654932848263,0.25390436621898843
DET,CLE,146.64733648953606,0.09776489099302405
DET,COL,1857.2980396010464,1.2381986930673643
DET,DET,0.0,0.0
DET,HOU,1779.6400928555033,1.1864267285703356
DET,KCR,1029.7348151740937,0.6864898767827291
DET,LAA,3168.625124323983,2.1124167495493222
DET,LAD,3183.812901458505,2.12254193430567
DET,MIA,1859.4938813259619,1.2396625875506413
DET,MIL,409.5481380408706,0.27303209202724704
DET,MIN,873.0116506934423,0.5820077671289615
DET,NYA,776.6411079456113,0.5177607386304076
DET,NYN,785.34063374833,0.5235604224988867
DET,OAK,3341.6010294042903,2.22773401960286
DET,PHI,713.1587242760758,0.47543914951738386
DET,PIT,329.64341178868244,0.21976227452578828
DET,SDP,3167.834093088742,2.111889395392495
DET,SEA,3110.753447497514,2.0738356316650095
DET,SFG,3355.980516935001,2.2373203446233343
DET,SLN,731.6270942749401,0.4877513961832934
DET,TBA,1620.6150339164226,1.0804100226109483
DET,TEX,1629.745706169264,1.086497137446176
DET,TOR,330.93853662072337,0.22062569108048224
DET,WSN,638.9559115040524,0.4259706076693683
HOU,ARI,1632.8560034036777,1.0885706689357852
HOU,ATL,1125.8600543381294,0.750573369558753
HOU,BAL,2010.7193434720025,1.3404795623146684
HOU,BOS,2577.0181214925615,1.718012080995041
HOU,CHA,1510.7412101614048,1.00716080677427
HOU,CHN,1521.3017423091956,1.0142011615394637
HOU,CIN,1436.101142162652,0.957400761441768
HOU,CLE,1792.875105975386,1.1952500706502573
HOU,COL,1416.350162713343,0.9442334418088953
HOU,DET,1779.6400928555033,1.1864267285703356
HOU,HOU,0.0,0.0
HOU,KCR,1036.588787769429,0.6910591918462861
HOU,LAA,2171.6302924783104,1.4477535283188736
HOU,LAD,2207.5996390987766,1.4717330927325178
HOU,MIA,1552.0091383630622,1.0346727589087081
HOU,MIL,1615.2529214614863,1.0768352809743242
HOU,MIN,1702.6565672693885,1.1351043781795922
HOU,NYA,2292.1631265322144,1.5281087510214764
HOU,NYN,2294.7879547980747,1.5298586365320497
HOU,OAK,2625.061411399785,1.7500409409331898
HOU,PHI,2153.054528787741,1.4353696858584941
HOU,PIT,1828.8993583906906,1.2192662389271272
HOU,SDP,2094.8629164796707,1.3965752776531137
HOU,SEA,3040.8562730886456,2.0272375153924305
HOU,SFG,2641.9212693037107,1.7612808462024738
HOU,SLN,1093.686980682283,0.7291246537881887
HOU,TBA,1257.062244911212,0.8380414966074747
HOU,TEX,370.85468039625516,0.24723645359750343
HOU,TOR,2092.475255814181,1.3949835038761205
HOU,WSN,1960.8509320309072,1.3072339546872715
KCR,ARI,1692.2215040136275,1.1281476693424184
KCR,ATL,1062.4239031612221,0.7082826021074814
KCR,BAL,1537.2943183864984,1.0248628789243324
KCR,BOS,1998.3677820980402,1.33224518806536
KCR,CHA,656.3347437426232,0.4375564958284155
KCR,CHN,660.5898982717603,0.44039326551450686
KCR,CIN,860.516033118063,0.573677355412042
KCR,CLE,1117.854046837896,0.745236031225264
KCR,COL,906.209778320474,0.6041398522136493
KCR,DET,1029.7348151740937,0.6864898767827291
KCR,HOU,1036.588787769429,0.6910591918462861
KCR,KCR,0.0,0.0
KCR,LAA,2166.8536172074537,1.4445690781383025
KCR,LAD,2186.036829397039,1.4573578862646928
KCR,MIA,1987.3481606439382,1.3248987737626254
KCR,MIL,702.1342103034099,0.4680894735356066
KCR,MIN,666.817795119883,0.4445451967465887
KCR,NYA,1759.3509466339494,1.1729006310892995
KCR,NYN,1766.178878754902,1.1774525858366012
KCR,OAK,2410.5367766869485,1.607024517791299
KCR,PHI,1657.13199328079,1.1047546621871933
KCR,PIT,1245.7212100148397,0.8304808066765598
KCR,SDP,2154.5493360901396,1.4363662240600932
KCR,SEA,2428.24215943063,1.6188281062870868
KCR,SFG,2426.139537697217,1.6174263584648112
KCR,SLN,374.3694590400754,0.2495796393600503
KCR,TBA,1664.0406207936794,1.1093604138624529
KCR,TEX,739.1030105469256,0.4927353403646171
KCR,TOR,1356.6844258554038,0.9044562839036026
KCR,WSN,1508.5216245346696,1.005681083023113
LAA,ARI,539.8856178904268,0.35992374526028453
LAA,ATL,3072.089359517256,2.048059573011504
LAA,BAL,3703.7256311415517,2.4691504207610344
LAA,BOS,4149.715958899194,2.7664773059327965
LAA,CHA,2786.1501055474446,1.8574334036982965
LAA,CHN,2786.4254166794744,1.8576169444529829
LAA,CIN,3025.1113625828657,2.0167409083885772
LAA,CLE,3273.7200353887274,2.182480023592485
LAA,COL,1323.2597351791728,0.8821731567861152
LAA,DET,3168.625124323983,2.1124167495493222
LAA,HOU,2171.6302924783104,1.4477535283188736
LAA,KCR,2166.8536172074537,1.4445690781383025
LAA,LAA,0.0,0.0
LAA,LAD,44.855785999914545,0.029903857333276364
LAA,MIA,3720.3023143192754,2.480201542879517
LAA,MIL,2782.3626728612094,1.8549084485741396
LAA,MIN,2438.397008652732,1.625598005768488
LAA,NYA,3922.8943132250106,2.6152628754833405
LAA,NYN,3930.0798839061845,2.6200532559374565
LAA,OAK,587.0191819688469,0.3913461213125646
LAA,PHI,3823.816712378778,2.549211141585852
LAA,PIT,3411.151462988115,2.27410097532541
LAA,SDP,138.9983039735077,0.09266553598233845
LAA,SEA,1578.0150908947985,1.0520100605965323
LAA,SFG,600.6005028534654,0.4004003352356436
LAA,SLN,2531.2136483808777,1.6874757655872519
LAA,TBA,3414.3983534613985,2.276265568974266
LAA,TEX,1933.8036830041344,1.2892024553360897
LAA,TOR,3478.6851934061656,2.319123462270777
LAA,WSN,3673.5910185327953,2.4490606790218634
LAD,ARI,574.8596147750492,0.3832397431833661
LAD,ATL,3099.5978100656416,2.0663985400437612
LAD,BAL,3723.2726676392185,2.4821817784261455
LAD,BOS,4165.148614540588,2.7767657430270587
LAD,CHA,2801.500528081231,1.8676670187208206
LAD,CHN,2801.568876494893,1.8677125843299287
LAD,CIN,3045.1876579574314,2.030125105304954
LAD,CLE,3290.2856428571654,2.193523761904777
LAD,COL,1334.3998003441432,0.8895998668960955
LAD,DET,3183.812901458505,2.12254193430567
LAD,HOU,2207.5996390987766,1.4717330927325178
LAD,KCR,2186.036829397039,1.4573578862646928
LAD,LAA,44.855785999914545,0.029903857333276364
LAD,LAD,0.0,0.0
LAD,MIA,3755.183198460269,2.5034554656401795
LAD,MIL,2795.574339947005,1.8637162266313365
LAD,MIN,2445.9870278057765,1.6306580185371844
LAD,NYA,3940.3281522275756,2.6268854348183837
LAD,NYN,3947.5993928991434,2.631732928599429
LAD,OAK,542.5128770447689,0.36167525136317924
LAD,PHI,3842.47902409849,2.5616526827323267
LAD,PIT,3429.2687589307006,2.286179172620467
LAD,SDP,182.19323323174913,0.12146215548783275
LAD,SEA,1541.4224850530736,1.0276149900353824
LAD,SFG,556.0025362555397,0.3706683575036931
LAD,SLN,2551.844620790995,1.7012297471939968
LAD,TBA,3448.2986868321073,2.298865791221405
LAD,TEX,1965.699569426265,1.31046637961751
LAD,TOR,3492.298978566184,2.328199319044123
LAD,WSN,3693.6908418802177,2.4624605612534785
MIA,ARI,3180.5275500591442,2.1203517000394294
MIA,ATL,990.4211770966687,0.6602807847311124
MIA,BAL,1538.8087966588855,1.0258725311059236
MIA,BOS,2021.9551839652916,1.3479701226435277
MIA,CHA,1909.842925331558,1.2732286168877054
MIA,CHN,1922.636112505082,1.2817574083367214
MIA,CIN,1534.08958570444,1.0227263904696267
MIA,CLE,1752.923105167907,1.1686154034452714
MIA,COL,2774.217703659883,1.8494784691065884
MIA,DET,1859.4938813259619,1.2396625875506413
MIA,HOU,1552.0091383630622,1.0346727589087081
MIA,KCR,1987.3481606439382,1.3248987737626254
MIA,LAA,3720.3023143192754,2.480201542879517
MIA,LAD,3755.183198460269,2.5034554656401795
MIA,MIA,0.0,0.0
MIA,MIL,2043.3146731888746,1.3622097821259165
MIA,MIN,2434.2508147548515,1.6228338765032344
MIA,NYA,1771.6105458055818,1.1810736972037212
MIA,NYN,1766.5504003653573,1.177700266910238
MIA,OAK,4146.91042159655,2.7646069477310333
MIA,PHI,1639.538664772921,1.0930257765152807
MIA,PIT,1631.195506659957,1.0874636711066379
MIA,SDP,3646.478493315031,2.4309856622100208
MIA,SEA,4392.236533389474,2.928157688926316
MIA,SFG,4163.733641839055,2.7758224278927033
MIA,SLN,1706.2957564157016,1.1375305042771344
MIA,TBA,327.4937316261697,0.21832915441744646
MIA,TEX,1807.0291782914942,1.204686118860996
MIA,TOR,1987.7108527912435,1.3251405685274957
